"Seviye";"Türkçe İpucu";"İngilizce Cevap";"Kelime Türü";"Sıklık Sırası";"Durum";"Durum Kodu";"İnceleyen Model";"Güven";"Önerilen İpucu";"İnceleme Gerekçesi";"Alternatifler";"Kaynak"
"C2";"Farklılık";"INEQUALITY";"Noun";"5400";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Farklılık";"Çeşitli alternatifler mevcut olmasına rağmen, 'farklılık' en yaygın ve doğru ipucu olarak kabul edilir.";"";"freedict+kelly+frequencywords"
"C2";"Tedbir";"CAUTION";"Noun";"5401";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Tedbir";"Çeşitli alternatifler mevcut olmasına rağmen, 'tedbir' en yaygın ve doğru ipucu olarak kabul edilir.";"Uyarmak";"freedict+kelly+frequencywords"
"C2";"Karmaşık";"COMPLICATE";"Verb";"5402";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Karmaşık";"Çeşitli alternatifler mevcut olmasına rağmen, 'karmaşık' en yaygın ve doğru ipucu olarak kabul edilir.";"Karıştırmak";"freedict+kelly+frequencywords"
"C2";"Kabul";"CONCESSION";"Noun";"5406";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Kabul";"Çeşitli alternatifler mevcut olmasına rağmen, 'kabul' en yaygın ve doğru ipucu olarak kabul edilir.";"Teslim | İtiraf | Ayrıcalık";"freedict+kelly+frequencywords"
"C2";"Varsayım";"HYPOTHESIS";"Noun";"5407";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Varsayım";"Çeşitli alternatifler mevcut olmasına rağmen, 'varsayım' en yaygın ve doğru ipucu olarak kabul edilir.";"";"freedict+kelly+frequencywords"
"C2";"Çapraz";"BIAS";"Noun";"5411";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Çapraz";"Çapraz, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Meyilli";"freedict+kelly+frequencywords"
"C2";"Atış";"PROJECTION";"Noun";"5412";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Atış";"Atış, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Atma | Proje | Fırlatma | Tasarı";"freedict+kelly+frequencywords"
"C2";"Mantıklı";"RATIONAL";"Adjective";"5413";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Mantıklı";"Mantıklı, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Akıllı | Makul | Mantıkla";"freedict+kelly+frequencywords"
"C2";"Büyüme";"ENLARGE";"Verb";"5415";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Büyüme";"Büyüme, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Genişletmek";"freedict+kelly+frequencywords"
"C2";"Garip";"EXOTIC";"Adjective";"5418";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Garip";"Garip, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Tuhaf | Harici | Alışılmamış";"freedict+kelly+frequencywords"
"C2";"Fikir";"CONCEPTION";"Noun";"5419";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Fikir";"Fikir, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Düşünce | Kavram";"freedict+kelly+frequencywords"
"C2";"Hükümet";"JURISDICTION";"Noun";"5420";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Hükümet";"Hükümet, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Yetki";"freedict+kelly+frequencywords"
"C2";"Tutmak";"GRASP";"Verb";"5424";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Tutmak";"Tutmak, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Anlamak | Yakalamak | Tutma | İdrak";"freedict+kelly+frequencywords"
"C2";"Kusur";"DEFECT";"Noun";"5425";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Kusur";"Kusur, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Eksiklik | Terketmek";"freedict+kelly+frequencywords"
"C2";"Aralık";"INTERIM";"Adjective";"5426";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Aralık";"Aralık, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"";"freedict+kelly+frequencywords"
"C2";"Söz";"DISCOURSE";"Noun";"5428";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Söz";"Söz, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Söylemek | Konuşmak | Makale | Tez";"freedict+kelly+frequencywords"
"C2";"Hareket";"DEED";"Noun";"5430";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Hareket";"Hareket, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Fiil";"freedict+kelly+frequencywords"
"C2";"Birleştirme";"LIAISON";"Noun";"5431";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Birleştirme";"Birleştirme, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"İrtibat";"freedict+kelly+frequencywords"
"C2";"Başlangıç";"OUTSET";"Noun";"5433";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Başlangıç";"Başlangıç, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"";"freedict+kelly+frequencywords"
"C2";"Teklif";"PROPOSITION";"Noun";"5435";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Teklif";"Teklif, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"";"freedict+kelly+frequencywords"
"C2";"Ret";"REFUSAL";"Noun";"5436";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Ret";"Ret, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"";"freedict+kelly+frequencywords"
"C2";"İtici";"MOTIVE";"Noun";"5439";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"İtici";"İtici, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"";"freedict+kelly+frequencywords"
"C2";"Geçirmek";"DISSEMINATE";"Verb";"5445";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Geçirmek";"Geçirmek, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"Saçma | Geçme | Yaymak";"freedict+kelly+frequencywords"
"C2";"Liste";"COMPILATION";"Noun";"5446";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Liste";"Liste, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"";"freedict+kelly+frequencywords"
"C2";"Yaratıcı";"IMAGINATIVE";"Adjective";"5449";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Yaratıcı";"Yaratıcı, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir. Bu, genellikle bir şeyin iki tarafı arasındaki farkları göz ardı ederek gösterdiği bir prensiptir.";"";"freedict+kelly+frequencywords"
"C2";"Kapı";"PORTAL";"Noun";"5450";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Kapı";"Cevap ve ipucu tam olarak eşleşiyor.";"";"freedict+kelly+frequencywords"
"C2";"Muaf";"IMMUNE";"Adjective";"5451";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Muaf";"Cevap ve ipucu tam olarak eşleşiyor.";"";"freedict+kelly+frequencywords"
"C2";"Aşikar";"PATENT";"Noun";"5453";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Aşikar";"Cevap ve ipucu tam olarak eşleşiyor.";"";"freedict+kelly+frequencywords"
"C2";"Canlı";"EAGER";"Adjective";"5458";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Canlı";"Cevap ve ipucu tam olarak eşleşiyor.";"Arzu | İstekli | Hevesli";"freedict+kelly+frequencywords"
"C2";"Değer";"DIGNITY";"Noun";"5459";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Değer";"Cevap ve ipucu tam olarak eşleşiyor.";"Derece | Şeref | İtibar | Kadir";"freedict+kelly+frequencywords"
"C2";"Sert";"RIGOROUS";"Adjective";"5462";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Sert";"Cevap ve ipucu tam olarak eşleşiyor.";"Şiddetli";"freedict+kelly+frequencywords"
"C2";"Kanıt";"TESTIMONY";"Noun";"5463";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Kanıt";"Cevap ve ipucu tam olarak eşleşiyor.";"Şahitlik";"freedict+kelly+frequencywords"
"C2";"Manyetik";"MAGNETIC";"Adjective";"5465";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Manyetik";"Cevap ve ipucu tam olarak eşleşiyor.";"";"freedict+kelly+frequencywords"
"C2";"Alıcı";"SENSOR";"Noun";"5468";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Alıcı";"Cevap ve ipucu tam olarak eşleşiyor.";"";"freedict+kelly+frequencywords"
"C2";"Tanrı";"ETERNAL";"Adjective";"5469";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Tanrı";"Cevap ve ipucu tam olarak eşleşiyor.";"Daima | Ölümsüz | Daimi";"freedict+kelly+frequencywords"
"C2";"Gözle";"OPTICAL";"Adjective";"5472";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Gözle";"Cevap ve ipucu tam olarak eşleşiyor.";"";"freedict+kelly+frequencywords"
"C2";"Söylemek";"ARTICULATE";"Verb";"5479";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Söylemek";"Cevap ve ipucu tam olarak eşleşiyor.";"";"freedict+kelly+frequencywords"
"C2";"Abd";"SETUP";"Noun";"5482";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Abd";"Cevap ve ipucu tam olarak eşleşiyor.";"Duruş | Vaziyet";"freedict+kelly+frequencywords"
"C2";"İlaç";"REMEDY";"Noun";"5484";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"İlaç";"Cevap ve ipucu tam olarak eşleşiyor.";"Çare | Düzeltmek | Deva";"freedict+kelly+frequencywords"
"C2";"Gömme";"BURIAL";"Noun";"5486";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Gömme";"Cevap ve ipucu tam olarak eşleşiyor.";"Defin";"freedict+kelly+frequencywords"
"C2";"Fena";"HARMFUL";"Adjective";"5489";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Fena";"Cevap ve ipucu tam olarak eşleşiyor.";"Zararlı";"freedict+kelly+frequencywords"
"C2";"Ulaştırma";"TRANSPORTATION";"Noun";"5491";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Ulaştırma";"Cevap ve ipucu tam olarak eşleşiyor.";"";"freedict+kelly+frequencywords"
"C2";"Muhasebeci";"CONTROLLER";"Noun";"5492";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Muhasebeci";"Cevap ve ipucu tam olarak eşleşiyor.";"";"freedict+kelly+frequencywords"
"C2";"Tutmak";"UPHOLD";"Verb";"5494";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Tutmak";"Cevap ve ipucu tam olarak eşleşiyor.";"Desteklemek | Onaylamak";"freedict+kelly+frequencywords"
"C2";"Müsaade";"TOLERANCE";"Noun";"5497";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Müsaade";"Cevap ve ipucu tam olarak eşleşiyor.";"Tahammül | Müsamaha";"freedict+kelly+frequencywords"
"C2";"Zarar";"DEFICIT";"Noun";"5499";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Zarar";"Zarar ve defektif, aynı anlamda kullanılan iki farklı kelime.";"";"freedict+kelly+frequencywords"
"C2";"Gelişme";"FLOURISH";"Verb";"5500";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Gelişme";"Gelişme ve Flourish, aynı anlamda kullanılan iki farklı kelime.";"Büyümek | Sallamak | Gösteriş | Süs";"freedict+kelly+frequencywords"
"C2";"Prototip";"PROTOTYPE";"Noun";"5501";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Prototip";"Prototip ve prototype, aynı anlamda kullanılan iki farklı kelime.";"";"freedict+kelly+frequencywords"
"C2";"Yapmamak";"NEGLECT";"Verb";"5502";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Yapmamak";"Yapmamak ve Neglect, aynı anlamda kullanılan iki farklı kelime.";"İhmal";"freedict+kelly+frequencywords"
"C2";"Duruş";"STANCE";"Noun";"5505";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Duruş";"Duruş ve Stance, aynı anlamda kullanılan iki farklı kelime.";"Tutum";"freedict+kelly+frequencywords"
"C2";"Süre";"SPAN";"Noun";"5507";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Süre";"Süre ve Span, aynı anlamda kullanılan iki farklı kelime.";"Zincir | Bağlamak";"freedict+kelly+frequencywords"
"C2";"Gerekli";"MANDATORY";"Adjective";"5508";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Gerekli";"Gerekli ve Mandatory, aynı anlamda kullanılan iki farklı kelime.";"Zorunlu | Vekil";"freedict+kelly+frequencywords"
"C2";"Saldırmak";"INVADE";"Verb";"5511";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Saldırmak";"Saldırmak ve invade, aynı anlamda kullanılan iki farklı kelime.";"";"freedict+kelly+frequencywords"
"C2";"Vermek";"LODGE";"Verb";"5513";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Vermek";"Vermek ve Lodge, aynı anlamda kullanılan iki farklı kelime.";"Yerleştirmek | Kiracı | Loca";"freedict+kelly+frequencywords"
"C2";"Göçmen";"IMMIGRANT";"Noun";"5516";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Göçmen";"Göçmen ve Immigrant, aynı anlamda kullanılan iki farklı kelime.";"";"freedict+kelly+frequencywords"
"C2";"Destansı";"EPIC";"Noun";"5517";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Destansı";"Destansı ve Epic, aynı anlamda kullanılan iki farklı kelime.";"Destan";"freedict+kelly+frequencywords"
"C2";"Yer";"LOCALITY";"Noun";"5521";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Yer";"Yer ve Locality, aynı anlamda kullanılan iki farklı kelime.";"Mekan | Mahal | Mevki";"freedict+kelly+frequencywords"
"C2";"Rahim";"MATRIX";"Noun";"5524";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Rahim";"Rahim ve Matrix, aynı anlamda kullanılan iki farklı kelime.";"";"freedict+kelly+frequencywords"
"C2";"Vurucu";"STRIKER";"Noun";"5525";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Vurucu";"Vurucu ve Striker, aynı anlamda kullanılan iki farklı kelime.";"";"freedict+kelly+frequencywords"
"C2";"Rica";"PETITION";"Noun";"5526";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Rica";"Rica ve Petition, aynı anlamda kullanılan iki farklı kelime.";"Dua | Dilek | Dilemek";"freedict+kelly+frequencywords"
"C2";"Kurgu";"SPECULATION";"Noun";"5527";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Kurgu";"Kurgu ve Speculation, aynı anlamda kullanılan iki farklı kelime.";"Spekülasyon";"freedict+kelly+frequencywords"
"C2";"Çevirmek";"DIVERT";"Verb";"5528";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Çevirmek";"Çevirmek ve Divert, aynı anlamda kullanılan iki farklı kelime.";"Oyalamak";"freedict+kelly+frequencywords"
"C2";"Sığınak";"RETREAT";"Noun";"5534";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Sığınak";"Sığınak ve Retreat, aynı anlamda kullanılan iki farklı kelime.";"Çekilmek | Tımarhane";"freedict+kelly+frequencywords"
"C2";"Mükemmel";"DIVINE";"Adjective";"5535";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Mükemmel";"Mükemmel ve Divine, aynı anlamda kullanılan iki farklı kelime.";"Kutsal | Rahip | Fevkalade | Hissetmek";"freedict+kelly+frequencywords"
"C2";"Son";"CULMINATE";"Verb";"5536";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Son";"Son ve Culminate, aynı anlamda kullanılan iki farklı kelime.";"Bitmek";"freedict+kelly+frequencywords"
"C2";"Patika";"FOOTPATH";"Noun";"5538";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Patika";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"";"freedict+kelly+frequencywords"
"C2";"Görünmez";"INVISIBLE";"Adjective";"5541";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Görünmez";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Görülmez";"freedict+kelly+frequencywords"
"C2";"Mükemmel";"NOBLE";"Adjective";"5544";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Mükemmel";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Yüce | Asil | Ulu | Soylu";"freedict+kelly+frequencywords"
"C2";"Tez";"DISSERTATION";"Noun";"5545";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Tez";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"";"freedict+kelly+frequencywords"
"C2";"Genişletmek";"BROADEN";"Verb";"5547";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Genişletmek";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"";"freedict+kelly+frequencywords"
"C2";"Sevimli";"WINNING";"Adjective";"5548";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Sevimli";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Kazanan | Alıcı | Kazanma | Galip";"freedict+kelly+frequencywords"
"C2";"Ata";"ANCESTOR";"Noun";"5549";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Ata";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Asalet";"freedict+kelly+frequencywords"
"C2";"Açmak";"DISSOLVE";"Verb";"5550";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Açmak";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Çözmek | Halletmek | Dağıtmak";"freedict+kelly+frequencywords"
"C2";"Muhakeme";"REASONING";"Noun";"5552";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Muhakeme";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"";"freedict+kelly+frequencywords"
"C2";"Saklamak";"CONCEAL";"Verb";"5554";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Saklamak";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Gizlemek | Gizlenmiş | Saklama";"freedict+kelly+frequencywords"
"C2";"Kalmak";"PERSIST";"Verb";"5555";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Kalmak";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"İnatçı";"freedict+kelly+frequencywords"
"C2";"Özür";"ALLEGATION";"Noun";"5558";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Özür";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Söz | Bahane | Mazeret | İddia";"freedict+kelly+frequencywords"
"C2";"Vitrin";"SHOWCASE";"Noun";"5560";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Vitrin";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"";"freedict+kelly+frequencywords"
"C2";"Sonda";"SEEKER";"Noun";"5562";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Sonda";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"";"freedict+kelly+frequencywords"
"C2";"Çok";"AMPLE";"Adjective";"5563";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Çok";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Büyük | Bol | Geniş";"freedict+kelly+frequencywords"
"C2";"Refah";"PROSPERITY";"Noun";"5568";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Refah";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Saadet";"freedict+kelly+frequencywords"
"C2";"Birleştirmek";"CONSOLIDATE";"Verb";"5569";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Birleştirmek";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Birleşmek";"freedict+kelly+frequencywords"
"C2";"Katlanmak";"TOLERATE";"Verb";"5571";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Katlanmak";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"";"freedict+kelly+frequencywords"
"C2";"Çıkmak";"DETACH";"Verb";"5573";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Çıkmak";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"Çıkarmak | Çözmek | Ayırmak | Çıkarma";"freedict+kelly+frequencywords"
"C2";"Kazançlı";"PROFITABLE";"Adjective";"5576";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Kazançlı";"Cevap ve ipucu tam olarak eşleşiyor ve seviye uygun.";"";"freedict+kelly+frequencywords"
"C2";"Güzel";"PICTURESQUE";"Adjective";"5579";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Güzel";"Sözcük ve ipucu uyumlu, yaygın ve doğru.";"Canlı | Etkili | Güzellik | Renkli";"freedict+kelly+frequencywords"
"C2";"Açmak";"UNVEIL";"Verb";"5581";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Açmak";"Sözcük ve ipucu uyumlu, yaygın ve doğru.";"";"freedict+kelly+frequencywords"
"C2";"Yatay";"HORIZONTAL";"Adjective";"5583";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Yatay";"Sözcük ve ipucu uyumlu, yaygın ve doğru.";"";"freedict+kelly+frequencywords"
"C2";"Sıkıntı";"DISTURBANCE";"Noun";"5585";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Sıkıntı";"Sözcük ve ipucu uyumlu, yaygın ve doğru.";"Rahatsızlık | Karışıklık";"freedict+kelly+frequencywords"
"C2";"Manzara";"OUTLOOK";"Noun";"5586";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Manzara";"Sözcük ve ipucu uyumlu, yaygın ve doğru.";"Görünüş";"freedict+kelly+frequencywords"
"C2";"Servet";"ABUNDANCE";"Noun";"5587";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Servet";"Sözcük ve ipucu uyumlu, yaygın ve doğru.";"Bereket | Bolluk";"freedict+kelly+frequencywords"
"C2";"Sonsuz";"UNLIMITED";"Adjective";"5589";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Sonsuz";"Sözcük ve ipucu uyumlu, yaygın ve doğru.";"Sayısız | Sınırsız | Kayıtsız | Şartsız";"freedict+kelly+frequencywords"
"C2";"Canlandırmak";"REVIVE";"Verb";"5594";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Canlandırmak";"Sözcük ve ipucu uyumlu, yaygın ve doğru.";"";"freedict+kelly+frequencywords"
"C2";"Ayırmak";"DIFFERENTIATE";"Verb";"5597";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Ayırmak";"Sözcük ve ipucu uyumlu, yaygın ve doğru.";"Temyiz";"freedict+kelly+frequencywords"
"C2";"Durdurmak";"SUPPRESS";"Verb";"5598";"AI onaylı";"ai_approved";"ollama:qwen2.5-coder:7b";"0.95";"Durdurmak";"Sözcük ve ipucu uyumlu, yaygın ve doğru.";"Saklamak | Önlemek | Tutan | Tutma";"freedict+kelly+frequencywords"
