"Uzunluk";"Cevap";"Kategori";"Atom Numarası";"Türkçe İpucu";"İngilizce İpucu";"Alternatif Türkçe İpuçları";"Durum"
"2";"PF";"alphabet-pair";"";"İngiliz alfabesinde P ve F harfleri";"Letters P and F in the English alphabet";"";"approved"
"2";"PG";"alphabet-pair";"";"İngiliz alfabesinde P ve G harfleri";"Letters P and G in the English alphabet";"";"approved"
"2";"PĞ";"alphabet-pair";"";"Türk alfabesinde P ve Ğ harfleri";"Letters P and Ğ in the Turkish alphabet";"";"approved"
"2";"PH";"alphabet-pair";"";"İngiliz alfabesinde P ve H harfleri";"Letters P and H in the English alphabet";"";"approved"
"2";"PI";"alphabet-pair";"";"İngiliz alfabesinde P ve I harfleri";"Letters P and I in the English alphabet";"";"approved"
"2";"Pİ";"alphabet-pair";"";"Türk alfabesinde P ve İ harfleri";"Letters P and İ in the Turkish alphabet";"";"approved"
"2";"PJ";"alphabet-pair";"";"İngiliz alfabesinde P ve J harfleri";"Letters P and J in the English alphabet";"";"approved"
"2";"PK";"alphabet-pair";"";"İngiliz alfabesinde P ve K harfleri";"Letters P and K in the English alphabet";"";"approved"
"2";"PL";"alphabet-pair";"";"İngiliz alfabesinde P ve L harfleri";"Letters P and L in the English alphabet";"";"approved"
"2";"PM";"element-symbol";"61";"Atom numarası 61 olan elementin simgesi";"Symbol of the element with atomic number 61";"İngiliz alfabesinde P ve M harfleri";"approved"
"2";"PN";"alphabet-pair";"";"İngiliz alfabesinde P ve N harfleri";"Letters P and N in the English alphabet";"";"approved"
"2";"PO";"element-symbol";"84";"Atom numarası 84 olan elementin simgesi";"Symbol of the element with atomic number 84";"İngiliz alfabesinde P ve O harfleri";"approved"
"2";"PÖ";"alphabet-pair";"";"Türk alfabesinde P ve Ö harfleri";"Letters P and Ö in the Turkish alphabet";"";"approved"
"2";"PP";"alphabet-pair";"";"İngiliz alfabesinde P ve P harfleri";"Letters P and P in the English alphabet";"";"approved"
"2";"PQ";"alphabet-pair";"";"İngiliz alfabesinde P ve Q harfleri";"Letters P and Q in the English alphabet";"";"approved"
"2";"PR";"element-symbol";"59";"Atom numarası 59 olan elementin simgesi";"Symbol of the element with atomic number 59";"İngiliz alfabesinde P ve R harfleri";"approved"
"2";"PS";"alphabet-pair";"";"İngiliz alfabesinde P ve S harfleri";"Letters P and S in the English alphabet";"";"approved"
"2";"PŞ";"alphabet-pair";"";"Türk alfabesinde P ve Ş harfleri";"Letters P and Ş in the Turkish alphabet";"";"approved"
"2";"PT";"element-symbol";"78";"Atom numarası 78 olan elementin simgesi";"Symbol of the element with atomic number 78";"İngiliz alfabesinde P ve T harfleri";"approved"
"2";"PU";"element-symbol";"94";"Atom numarası 94 olan elementin simgesi";"Symbol of the element with atomic number 94";"İngiliz alfabesinde P ve U harfleri";"approved"
"2";"PÜ";"alphabet-pair";"";"Türk alfabesinde P ve Ü harfleri";"Letters P and Ü in the Turkish alphabet";"";"approved"
"2";"PV";"alphabet-pair";"";"İngiliz alfabesinde P ve V harfleri";"Letters P and V in the English alphabet";"";"approved"
"2";"PW";"alphabet-pair";"";"İngiliz alfabesinde P ve W harfleri";"Letters P and W in the English alphabet";"";"approved"
"2";"PX";"alphabet-pair";"";"İngiliz alfabesinde P ve X harfleri";"Letters P and X in the English alphabet";"";"approved"
"2";"PY";"alphabet-pair";"";"İngiliz alfabesinde P ve Y harfleri";"Letters P and Y in the English alphabet";"";"approved"
"2";"PZ";"alphabet-pair";"";"İngiliz alfabesinde P ve Z harfleri";"Letters P and Z in the English alphabet";"";"approved"
"2";"QA";"alphabet-pair";"";"İngiliz alfabesinde Q ve A harfleri";"Letters Q and A in the English alphabet";"";"approved"
"2";"QB";"alphabet-pair";"";"İngiliz alfabesinde Q ve B harfleri";"Letters Q and B in the English alphabet";"";"approved"
"2";"QC";"alphabet-pair";"";"İngiliz alfabesinde Q ve C harfleri";"Letters Q and C in the English alphabet";"";"approved"
"2";"QD";"alphabet-pair";"";"İngiliz alfabesinde Q ve D harfleri";"Letters Q and D in the English alphabet";"";"approved"
"2";"QE";"alphabet-pair";"";"İngiliz alfabesinde Q ve E harfleri";"Letters Q and E in the English alphabet";"";"approved"
"2";"QF";"alphabet-pair";"";"İngiliz alfabesinde Q ve F harfleri";"Letters Q and F in the English alphabet";"";"approved"
"2";"QG";"alphabet-pair";"";"İngiliz alfabesinde Q ve G harfleri";"Letters Q and G in the English alphabet";"";"approved"
"2";"QH";"alphabet-pair";"";"İngiliz alfabesinde Q ve H harfleri";"Letters Q and H in the English alphabet";"";"approved"
"2";"QI";"alphabet-pair";"";"İngiliz alfabesinde Q ve I harfleri";"Letters Q and I in the English alphabet";"";"approved"
"2";"QJ";"alphabet-pair";"";"İngiliz alfabesinde Q ve J harfleri";"Letters Q and J in the English alphabet";"";"approved"
"2";"QK";"alphabet-pair";"";"İngiliz alfabesinde Q ve K harfleri";"Letters Q and K in the English alphabet";"";"approved"
"2";"QL";"alphabet-pair";"";"İngiliz alfabesinde Q ve L harfleri";"Letters Q and L in the English alphabet";"";"approved"
"2";"QM";"alphabet-pair";"";"İngiliz alfabesinde Q ve M harfleri";"Letters Q and M in the English alphabet";"";"approved"
"2";"QN";"alphabet-pair";"";"İngiliz alfabesinde Q ve N harfleri";"Letters Q and N in the English alphabet";"";"approved"
"2";"QO";"alphabet-pair";"";"İngiliz alfabesinde Q ve O harfleri";"Letters Q and O in the English alphabet";"";"approved"
"2";"QP";"alphabet-pair";"";"İngiliz alfabesinde Q ve P harfleri";"Letters Q and P in the English alphabet";"";"approved"
"2";"QQ";"alphabet-pair";"";"İngiliz alfabesinde Q ve Q harfleri";"Letters Q and Q in the English alphabet";"";"approved"
"2";"QR";"alphabet-pair";"";"İngiliz alfabesinde Q ve R harfleri";"Letters Q and R in the English alphabet";"";"approved"
"2";"QS";"alphabet-pair";"";"İngiliz alfabesinde Q ve S harfleri";"Letters Q and S in the English alphabet";"";"approved"
"2";"QT";"alphabet-pair";"";"İngiliz alfabesinde Q ve T harfleri";"Letters Q and T in the English alphabet";"";"approved"
"2";"QU";"alphabet-pair";"";"İngiliz alfabesinde Q ve U harfleri";"Letters Q and U in the English alphabet";"";"approved"
"2";"QV";"alphabet-pair";"";"İngiliz alfabesinde Q ve V harfleri";"Letters Q and V in the English alphabet";"";"approved"
"2";"QW";"alphabet-pair";"";"İngiliz alfabesinde Q ve W harfleri";"Letters Q and W in the English alphabet";"";"approved"
"2";"QX";"alphabet-pair";"";"İngiliz alfabesinde Q ve X harfleri";"Letters Q and X in the English alphabet";"";"approved"
"2";"QY";"alphabet-pair";"";"İngiliz alfabesinde Q ve Y harfleri";"Letters Q and Y in the English alphabet";"";"approved"
"2";"QZ";"alphabet-pair";"";"İngiliz alfabesinde Q ve Z harfleri";"Letters Q and Z in the English alphabet";"";"approved"
"2";"RA";"element-symbol";"88";"Atom numarası 88 olan elementin simgesi";"Symbol of the element with atomic number 88";"İngiliz alfabesinde R ve A harfleri";"approved"
"2";"RB";"element-symbol";"37";"Atom numarası 37 olan elementin simgesi";"Symbol of the element with atomic number 37";"İngiliz alfabesinde R ve B harfleri";"approved"
"2";"RC";"alphabet-pair";"";"İngiliz alfabesinde R ve C harfleri";"Letters R and C in the English alphabet";"";"approved"
"2";"RÇ";"alphabet-pair";"";"Türk alfabesinde R ve Ç harfleri";"Letters R and Ç in the Turkish alphabet";"";"approved"
"2";"RD";"alphabet-pair";"";"İngiliz alfabesinde R ve D harfleri";"Letters R and D in the English alphabet";"";"approved"
"2";"RE";"element-symbol";"75";"Atom numarası 75 olan elementin simgesi";"Symbol of the element with atomic number 75";"İngiliz alfabesinde R ve E harfleri";"approved"
"2";"RF";"element-symbol";"104";"Atom numarası 104 olan elementin simgesi";"Symbol of the element with atomic number 104";"İngiliz alfabesinde R ve F harfleri";"approved"
"2";"RG";"element-symbol";"111";"Atom numarası 111 olan elementin simgesi";"Symbol of the element with atomic number 111";"İngiliz alfabesinde R ve G harfleri";"approved"
"2";"RĞ";"alphabet-pair";"";"Türk alfabesinde R ve Ğ harfleri";"Letters R and Ğ in the Turkish alphabet";"";"approved"
"2";"RH";"element-symbol";"45";"Atom numarası 45 olan elementin simgesi";"Symbol of the element with atomic number 45";"İngiliz alfabesinde R ve H harfleri";"approved"
"2";"RI";"alphabet-pair";"";"İngiliz alfabesinde R ve I harfleri";"Letters R and I in the English alphabet";"";"approved"
"2";"Rİ";"alphabet-pair";"";"Türk alfabesinde R ve İ harfleri";"Letters R and İ in the Turkish alphabet";"";"approved"
"2";"RJ";"alphabet-pair";"";"İngiliz alfabesinde R ve J harfleri";"Letters R and J in the English alphabet";"";"approved"
"2";"RK";"alphabet-pair";"";"İngiliz alfabesinde R ve K harfleri";"Letters R and K in the English alphabet";"";"approved"
"2";"RL";"alphabet-pair";"";"İngiliz alfabesinde R ve L harfleri";"Letters R and L in the English alphabet";"";"approved"
"2";"RM";"alphabet-pair";"";"İngiliz alfabesinde R ve M harfleri";"Letters R and M in the English alphabet";"";"approved"
"2";"RN";"element-symbol";"86";"Atom numarası 86 olan elementin simgesi";"Symbol of the element with atomic number 86";"İngiliz alfabesinde R ve N harfleri";"approved"
"2";"RO";"alphabet-pair";"";"İngiliz alfabesinde R ve O harfleri";"Letters R and O in the English alphabet";"";"approved"
"2";"RÖ";"alphabet-pair";"";"Türk alfabesinde R ve Ö harfleri";"Letters R and Ö in the Turkish alphabet";"";"approved"
"2";"RP";"alphabet-pair";"";"İngiliz alfabesinde R ve P harfleri";"Letters R and P in the English alphabet";"";"approved"
"2";"RQ";"alphabet-pair";"";"İngiliz alfabesinde R ve Q harfleri";"Letters R and Q in the English alphabet";"";"approved"
"2";"RR";"alphabet-pair";"";"İngiliz alfabesinde R ve R harfleri";"Letters R and R in the English alphabet";"";"approved"
"2";"RS";"alphabet-pair";"";"İngiliz alfabesinde R ve S harfleri";"Letters R and S in the English alphabet";"";"approved"
"2";"RŞ";"alphabet-pair";"";"Türk alfabesinde R ve Ş harfleri";"Letters R and Ş in the Turkish alphabet";"";"approved"
"2";"RT";"alphabet-pair";"";"İngiliz alfabesinde R ve T harfleri";"Letters R and T in the English alphabet";"";"approved"
"2";"RU";"element-symbol";"44";"Atom numarası 44 olan elementin simgesi";"Symbol of the element with atomic number 44";"İngiliz alfabesinde R ve U harfleri";"approved"
"2";"RÜ";"alphabet-pair";"";"Türk alfabesinde R ve Ü harfleri";"Letters R and Ü in the Turkish alphabet";"";"approved"
"2";"RV";"alphabet-pair";"";"İngiliz alfabesinde R ve V harfleri";"Letters R and V in the English alphabet";"";"approved"
"2";"RW";"alphabet-pair";"";"İngiliz alfabesinde R ve W harfleri";"Letters R and W in the English alphabet";"";"approved"
"2";"RX";"alphabet-pair";"";"İngiliz alfabesinde R ve X harfleri";"Letters R and X in the English alphabet";"";"approved"
"2";"RY";"alphabet-pair";"";"İngiliz alfabesinde R ve Y harfleri";"Letters R and Y in the English alphabet";"";"approved"
"2";"RZ";"alphabet-pair";"";"İngiliz alfabesinde R ve Z harfleri";"Letters R and Z in the English alphabet";"";"approved"
"2";"SA";"alphabet-pair";"";"İngiliz alfabesinde S ve A harfleri";"Letters S and A in the English alphabet";"";"approved"
"2";"ŞA";"alphabet-pair";"";"Türk alfabesinde Ş ve A harfleri";"Letters Ş and A in the Turkish alphabet";"";"approved"
"2";"SB";"element-symbol";"51";"Atom numarası 51 olan elementin simgesi";"Symbol of the element with atomic number 51";"İngiliz alfabesinde S ve B harfleri";"approved"
"2";"ŞB";"alphabet-pair";"";"Türk alfabesinde Ş ve B harfleri";"Letters Ş and B in the Turkish alphabet";"";"approved"
"2";"SC";"element-symbol";"21";"Atom numarası 21 olan elementin simgesi";"Symbol of the element with atomic number 21";"İngiliz alfabesinde S ve C harfleri";"approved"
"2";"SÇ";"alphabet-pair";"";"Türk alfabesinde S ve Ç harfleri";"Letters S and Ç in the Turkish alphabet";"";"approved"
"2";"ŞC";"alphabet-pair";"";"Türk alfabesinde Ş ve C harfleri";"Letters Ş and C in the Turkish alphabet";"";"approved"
"2";"ŞÇ";"alphabet-pair";"";"Türk alfabesinde Ş ve Ç harfleri";"Letters Ş and Ç in the Turkish alphabet";"";"approved"
"2";"SD";"alphabet-pair";"";"İngiliz alfabesinde S ve D harfleri";"Letters S and D in the English alphabet";"";"approved"
"2";"ŞD";"alphabet-pair";"";"Türk alfabesinde Ş ve D harfleri";"Letters Ş and D in the Turkish alphabet";"";"approved"
"2";"SE";"element-symbol";"34";"Atom numarası 34 olan elementin simgesi";"Symbol of the element with atomic number 34";"İngiliz alfabesinde S ve E harfleri";"approved"
"2";"ŞE";"alphabet-pair";"";"Türk alfabesinde Ş ve E harfleri";"Letters Ş and E in the Turkish alphabet";"";"approved"
"2";"SF";"alphabet-pair";"";"İngiliz alfabesinde S ve F harfleri";"Letters S and F in the English alphabet";"";"approved"
"2";"ŞF";"alphabet-pair";"";"Türk alfabesinde Ş ve F harfleri";"Letters Ş and F in the Turkish alphabet";"";"approved"
"2";"SG";"element-symbol";"106";"Atom numarası 106 olan elementin simgesi";"Symbol of the element with atomic number 106";"İngiliz alfabesinde S ve G harfleri";"approved"
"2";"SĞ";"alphabet-pair";"";"Türk alfabesinde S ve Ğ harfleri";"Letters S and Ğ in the Turkish alphabet";"";"approved"
"2";"ŞG";"alphabet-pair";"";"Türk alfabesinde Ş ve G harfleri";"Letters Ş and G in the Turkish alphabet";"";"approved"
"2";"ŞĞ";"alphabet-pair";"";"Türk alfabesinde Ş ve Ğ harfleri";"Letters Ş and Ğ in the Turkish alphabet";"";"approved"
"2";"SH";"alphabet-pair";"";"İngiliz alfabesinde S ve H harfleri";"Letters S and H in the English alphabet";"";"approved"
"2";"ŞH";"alphabet-pair";"";"Türk alfabesinde Ş ve H harfleri";"Letters Ş and H in the Turkish alphabet";"";"approved"
"2";"SI";"element-symbol";"14";"Atom numarası 14 olan elementin simgesi";"Symbol of the element with atomic number 14";"İngiliz alfabesinde S ve I harfleri";"approved"
"2";"Sİ";"alphabet-pair";"";"Türk alfabesinde S ve İ harfleri";"Letters S and İ in the Turkish alphabet";"";"approved"
"2";"ŞI";"alphabet-pair";"";"Türk alfabesinde Ş ve I harfleri";"Letters Ş and I in the Turkish alphabet";"";"approved"
"2";"Şİ";"alphabet-pair";"";"Türk alfabesinde Ş ve İ harfleri";"Letters Ş and İ in the Turkish alphabet";"";"approved"
"2";"SJ";"alphabet-pair";"";"İngiliz alfabesinde S ve J harfleri";"Letters S and J in the English alphabet";"";"approved"
"2";"ŞJ";"alphabet-pair";"";"Türk alfabesinde Ş ve J harfleri";"Letters Ş and J in the Turkish alphabet";"";"approved"
"2";"SK";"alphabet-pair";"";"İngiliz alfabesinde S ve K harfleri";"Letters S and K in the English alphabet";"";"approved"
"2";"ŞK";"alphabet-pair";"";"Türk alfabesinde Ş ve K harfleri";"Letters Ş and K in the Turkish alphabet";"";"approved"
"2";"SL";"alphabet-pair";"";"İngiliz alfabesinde S ve L harfleri";"Letters S and L in the English alphabet";"";"approved"
"2";"ŞL";"alphabet-pair";"";"Türk alfabesinde Ş ve L harfleri";"Letters Ş and L in the Turkish alphabet";"";"approved"
"2";"SM";"element-symbol";"62";"Atom numarası 62 olan elementin simgesi";"Symbol of the element with atomic number 62";"İngiliz alfabesinde S ve M harfleri";"approved"
"2";"ŞM";"alphabet-pair";"";"Türk alfabesinde Ş ve M harfleri";"Letters Ş and M in the Turkish alphabet";"";"approved"
"2";"SN";"element-symbol";"50";"Atom numarası 50 olan elementin simgesi";"Symbol of the element with atomic number 50";"İngiliz alfabesinde S ve N harfleri";"approved"
"2";"ŞN";"alphabet-pair";"";"Türk alfabesinde Ş ve N harfleri";"Letters Ş and N in the Turkish alphabet";"";"approved"
"2";"SO";"alphabet-pair";"";"İngiliz alfabesinde S ve O harfleri";"Letters S and O in the English alphabet";"";"approved"
"2";"SÖ";"alphabet-pair";"";"Türk alfabesinde S ve Ö harfleri";"Letters S and Ö in the Turkish alphabet";"";"approved"
"2";"ŞO";"alphabet-pair";"";"Türk alfabesinde Ş ve O harfleri";"Letters Ş and O in the Turkish alphabet";"";"approved"
"2";"ŞÖ";"alphabet-pair";"";"Türk alfabesinde Ş ve Ö harfleri";"Letters Ş and Ö in the Turkish alphabet";"";"approved"
"2";"SP";"alphabet-pair";"";"İngiliz alfabesinde S ve P harfleri";"Letters S and P in the English alphabet";"";"approved"
"2";"ŞP";"alphabet-pair";"";"Türk alfabesinde Ş ve P harfleri";"Letters Ş and P in the Turkish alphabet";"";"approved"
"2";"SQ";"alphabet-pair";"";"İngiliz alfabesinde S ve Q harfleri";"Letters S and Q in the English alphabet";"";"approved"
"2";"SR";"element-symbol";"38";"Atom numarası 38 olan elementin simgesi";"Symbol of the element with atomic number 38";"İngiliz alfabesinde S ve R harfleri";"approved"
"2";"ŞR";"alphabet-pair";"";"Türk alfabesinde Ş ve R harfleri";"Letters Ş and R in the Turkish alphabet";"";"approved"
"2";"SS";"alphabet-pair";"";"İngiliz alfabesinde S ve S harfleri";"Letters S and S in the English alphabet";"";"approved"
"2";"SŞ";"alphabet-pair";"";"Türk alfabesinde S ve Ş harfleri";"Letters S and Ş in the Turkish alphabet";"";"approved"
"2";"ŞS";"alphabet-pair";"";"Türk alfabesinde Ş ve S harfleri";"Letters Ş and S in the Turkish alphabet";"";"approved"
"2";"ŞŞ";"alphabet-pair";"";"Türk alfabesinde Ş ve Ş harfleri";"Letters Ş and Ş in the Turkish alphabet";"";"approved"
"2";"ST";"alphabet-pair";"";"İngiliz alfabesinde S ve T harfleri";"Letters S and T in the English alphabet";"";"approved"
"2";"ŞT";"alphabet-pair";"";"Türk alfabesinde Ş ve T harfleri";"Letters Ş and T in the Turkish alphabet";"";"approved"
"2";"SU";"alphabet-pair";"";"İngiliz alfabesinde S ve U harfleri";"Letters S and U in the English alphabet";"";"approved"
"2";"SÜ";"alphabet-pair";"";"Türk alfabesinde S ve Ü harfleri";"Letters S and Ü in the Turkish alphabet";"";"approved"
"2";"ŞU";"alphabet-pair";"";"Türk alfabesinde Ş ve U harfleri";"Letters Ş and U in the Turkish alphabet";"";"approved"
"2";"ŞÜ";"alphabet-pair";"";"Türk alfabesinde Ş ve Ü harfleri";"Letters Ş and Ü in the Turkish alphabet";"";"approved"
"2";"SV";"alphabet-pair";"";"İngiliz alfabesinde S ve V harfleri";"Letters S and V in the English alphabet";"";"approved"
"2";"ŞV";"alphabet-pair";"";"Türk alfabesinde Ş ve V harfleri";"Letters Ş and V in the Turkish alphabet";"";"approved"
"2";"SW";"alphabet-pair";"";"İngiliz alfabesinde S ve W harfleri";"Letters S and W in the English alphabet";"";"approved"
"2";"SX";"alphabet-pair";"";"İngiliz alfabesinde S ve X harfleri";"Letters S and X in the English alphabet";"";"approved"
"2";"SY";"alphabet-pair";"";"İngiliz alfabesinde S ve Y harfleri";"Letters S and Y in the English alphabet";"";"approved"
"2";"ŞY";"alphabet-pair";"";"Türk alfabesinde Ş ve Y harfleri";"Letters Ş and Y in the Turkish alphabet";"";"approved"
"2";"SZ";"alphabet-pair";"";"İngiliz alfabesinde S ve Z harfleri";"Letters S and Z in the English alphabet";"";"approved"
"2";"ŞZ";"alphabet-pair";"";"Türk alfabesinde Ş ve Z harfleri";"Letters Ş and Z in the Turkish alphabet";"";"approved"
"2";"TA";"element-symbol";"73";"Atom numarası 73 olan elementin simgesi";"Symbol of the element with atomic number 73";"İngiliz alfabesinde T ve A harfleri";"approved"
"2";"TB";"element-symbol";"65";"Atom numarası 65 olan elementin simgesi";"Symbol of the element with atomic number 65";"İngiliz alfabesinde T ve B harfleri";"approved"
"2";"TC";"element-symbol";"43";"Atom numarası 43 olan elementin simgesi";"Symbol of the element with atomic number 43";"İngiliz alfabesinde T ve C harfleri";"approved"
"2";"TÇ";"alphabet-pair";"";"Türk alfabesinde T ve Ç harfleri";"Letters T and Ç in the Turkish alphabet";"";"approved"
"2";"TD";"alphabet-pair";"";"İngiliz alfabesinde T ve D harfleri";"Letters T and D in the English alphabet";"";"approved"
"2";"TE";"element-symbol";"52";"Atom numarası 52 olan elementin simgesi";"Symbol of the element with atomic number 52";"İngiliz alfabesinde T ve E harfleri";"approved"
"2";"TF";"alphabet-pair";"";"İngiliz alfabesinde T ve F harfleri";"Letters T and F in the English alphabet";"";"approved"
"2";"TG";"alphabet-pair";"";"İngiliz alfabesinde T ve G harfleri";"Letters T and G in the English alphabet";"";"approved"
"2";"TĞ";"alphabet-pair";"";"Türk alfabesinde T ve Ğ harfleri";"Letters T and Ğ in the Turkish alphabet";"";"approved"
"2";"TH";"element-symbol";"90";"Atom numarası 90 olan elementin simgesi";"Symbol of the element with atomic number 90";"İngiliz alfabesinde T ve H harfleri";"approved"
"2";"TI";"element-symbol";"22";"Atom numarası 22 olan elementin simgesi";"Symbol of the element with atomic number 22";"İngiliz alfabesinde T ve I harfleri";"approved"
"2";"Tİ";"alphabet-pair";"";"Türk alfabesinde T ve İ harfleri";"Letters T and İ in the Turkish alphabet";"";"approved"
"2";"TJ";"alphabet-pair";"";"İngiliz alfabesinde T ve J harfleri";"Letters T and J in the English alphabet";"";"approved"
"2";"TK";"alphabet-pair";"";"İngiliz alfabesinde T ve K harfleri";"Letters T and K in the English alphabet";"";"approved"
"2";"TL";"element-symbol";"81";"Atom numarası 81 olan elementin simgesi";"Symbol of the element with atomic number 81";"İngiliz alfabesinde T ve L harfleri";"approved"
"2";"TM";"element-symbol";"69";"Atom numarası 69 olan elementin simgesi";"Symbol of the element with atomic number 69";"İngiliz alfabesinde T ve M harfleri";"approved"
"2";"TN";"alphabet-pair";"";"İngiliz alfabesinde T ve N harfleri";"Letters T and N in the English alphabet";"";"approved"
"2";"TO";"alphabet-pair";"";"İngiliz alfabesinde T ve O harfleri";"Letters T and O in the English alphabet";"";"approved"
"2";"TÖ";"alphabet-pair";"";"Türk alfabesinde T ve Ö harfleri";"Letters T and Ö in the Turkish alphabet";"";"approved"
"2";"TP";"alphabet-pair";"";"İngiliz alfabesinde T ve P harfleri";"Letters T and P in the English alphabet";"";"approved"
"2";"TQ";"alphabet-pair";"";"İngiliz alfabesinde T ve Q harfleri";"Letters T and Q in the English alphabet";"";"approved"
"2";"TR";"alphabet-pair";"";"İngiliz alfabesinde T ve R harfleri";"Letters T and R in the English alphabet";"";"approved"
"2";"TS";"element-symbol";"117";"Atom numarası 117 olan elementin simgesi";"Symbol of the element with atomic number 117";"İngiliz alfabesinde T ve S harfleri";"approved"
"2";"TŞ";"alphabet-pair";"";"Türk alfabesinde T ve Ş harfleri";"Letters T and Ş in the Turkish alphabet";"";"approved"
"2";"TT";"alphabet-pair";"";"İngiliz alfabesinde T ve T harfleri";"Letters T and T in the English alphabet";"";"approved"
"2";"TU";"alphabet-pair";"";"İngiliz alfabesinde T ve U harfleri";"Letters T and U in the English alphabet";"";"approved"
"2";"TÜ";"alphabet-pair";"";"Türk alfabesinde T ve Ü harfleri";"Letters T and Ü in the Turkish alphabet";"";"approved"
"2";"TV";"alphabet-pair";"";"İngiliz alfabesinde T ve V harfleri";"Letters T and V in the English alphabet";"";"approved"
"2";"TW";"alphabet-pair";"";"İngiliz alfabesinde T ve W harfleri";"Letters T and W in the English alphabet";"";"approved"
"2";"TX";"alphabet-pair";"";"İngiliz alfabesinde T ve X harfleri";"Letters T and X in the English alphabet";"";"approved"
"2";"TY";"alphabet-pair";"";"İngiliz alfabesinde T ve Y harfleri";"Letters T and Y in the English alphabet";"";"approved"
"2";"TZ";"alphabet-pair";"";"İngiliz alfabesinde T ve Z harfleri";"Letters T and Z in the English alphabet";"";"approved"
"2";"UA";"alphabet-pair";"";"İngiliz alfabesinde U ve A harfleri";"Letters U and A in the English alphabet";"";"approved"
"2";"ÜA";"alphabet-pair";"";"Türk alfabesinde Ü ve A harfleri";"Letters Ü and A in the Turkish alphabet";"";"approved"
"2";"UB";"alphabet-pair";"";"İngiliz alfabesinde U ve B harfleri";"Letters U and B in the English alphabet";"";"approved"
"2";"ÜB";"alphabet-pair";"";"Türk alfabesinde Ü ve B harfleri";"Letters Ü and B in the Turkish alphabet";"";"approved"
"2";"UC";"alphabet-pair";"";"İngiliz alfabesinde U ve C harfleri";"Letters U and C in the English alphabet";"";"approved"
"2";"UÇ";"alphabet-pair";"";"Türk alfabesinde U ve Ç harfleri";"Letters U and Ç in the Turkish alphabet";"";"approved"
"2";"ÜC";"alphabet-pair";"";"Türk alfabesinde Ü ve C harfleri";"Letters Ü and C in the Turkish alphabet";"";"approved"
"2";"ÜÇ";"alphabet-pair";"";"Türk alfabesinde Ü ve Ç harfleri";"Letters Ü and Ç in the Turkish alphabet";"";"approved"
"2";"UD";"alphabet-pair";"";"İngiliz alfabesinde U ve D harfleri";"Letters U and D in the English alphabet";"";"approved"
"2";"ÜD";"alphabet-pair";"";"Türk alfabesinde Ü ve D harfleri";"Letters Ü and D in the Turkish alphabet";"";"approved"
"2";"UE";"alphabet-pair";"";"İngiliz alfabesinde U ve E harfleri";"Letters U and E in the English alphabet";"";"approved"
"2";"ÜE";"alphabet-pair";"";"Türk alfabesinde Ü ve E harfleri";"Letters Ü and E in the Turkish alphabet";"";"approved"
"2";"UF";"alphabet-pair";"";"İngiliz alfabesinde U ve F harfleri";"Letters U and F in the English alphabet";"";"approved"
"2";"ÜF";"alphabet-pair";"";"Türk alfabesinde Ü ve F harfleri";"Letters Ü and F in the Turkish alphabet";"";"approved"
"2";"UG";"alphabet-pair";"";"İngiliz alfabesinde U ve G harfleri";"Letters U and G in the English alphabet";"";"approved"
"2";"UĞ";"alphabet-pair";"";"Türk alfabesinde U ve Ğ harfleri";"Letters U and Ğ in the Turkish alphabet";"";"approved"
"2";"ÜG";"alphabet-pair";"";"Türk alfabesinde Ü ve G harfleri";"Letters Ü and G in the Turkish alphabet";"";"approved"
"2";"ÜĞ";"alphabet-pair";"";"Türk alfabesinde Ü ve Ğ harfleri";"Letters Ü and Ğ in the Turkish alphabet";"";"approved"
"2";"UH";"alphabet-pair";"";"İngiliz alfabesinde U ve H harfleri";"Letters U and H in the English alphabet";"";"approved"
"2";"ÜH";"alphabet-pair";"";"Türk alfabesinde Ü ve H harfleri";"Letters Ü and H in the Turkish alphabet";"";"approved"
"2";"UI";"alphabet-pair";"";"İngiliz alfabesinde U ve I harfleri";"Letters U and I in the English alphabet";"";"approved"
"2";"Uİ";"alphabet-pair";"";"Türk alfabesinde U ve İ harfleri";"Letters U and İ in the Turkish alphabet";"";"approved"
"2";"ÜI";"alphabet-pair";"";"Türk alfabesinde Ü ve I harfleri";"Letters Ü and I in the Turkish alphabet";"";"approved"
"2";"Üİ";"alphabet-pair";"";"Türk alfabesinde Ü ve İ harfleri";"Letters Ü and İ in the Turkish alphabet";"";"approved"
"2";"UJ";"alphabet-pair";"";"İngiliz alfabesinde U ve J harfleri";"Letters U and J in the English alphabet";"";"approved"
"2";"ÜJ";"alphabet-pair";"";"Türk alfabesinde Ü ve J harfleri";"Letters Ü and J in the Turkish alphabet";"";"approved"
"2";"UK";"alphabet-pair";"";"İngiliz alfabesinde U ve K harfleri";"Letters U and K in the English alphabet";"";"approved"
"2";"ÜK";"alphabet-pair";"";"Türk alfabesinde Ü ve K harfleri";"Letters Ü and K in the Turkish alphabet";"";"approved"
"2";"UL";"alphabet-pair";"";"İngiliz alfabesinde U ve L harfleri";"Letters U and L in the English alphabet";"";"approved"
"2";"ÜL";"alphabet-pair";"";"Türk alfabesinde Ü ve L harfleri";"Letters Ü and L in the Turkish alphabet";"";"approved"
"2";"UM";"alphabet-pair";"";"İngiliz alfabesinde U ve M harfleri";"Letters U and M in the English alphabet";"";"approved"
